ITEM: TIMESTEP
50000
ITEM: NUMBER OF ATOMS
4556
ITEM: BOX BOUNDS pp ff pp
0.0000000000000000e+00 1.5011186343322501e+02
0.0000000000000000e+00 1.6691186343322499e+02
-1.0000000000000000e-02 1.0000000000000000e-02
ITEM: ATOMS id type x y vx vy fx fy xu yu c_shearStr[4] c_shearStr[1] c_shearStr[2] v_coordA v_coordB v_coordA_wall v_coordB_wall
1 1     3.8611331889e+01     3.2112242274e+00    -7.5055931717e-05     0.0000000000e+00     3.4586453725e-11     5.7813394608e-11     3.8611331889e+01     3.2112242274e+00     1.3519282798e-05    -1.2264112750e-05    -2.5524784962e-05 0 0 0 0
2 1     3.7872072565e+01     1.3528864139e+00    -7.5055931717e-05     0.0000000000e+00     2.6097361752e-05    -4.9940246666e-05     3.7872072565e+01     1.3528864139e+00    -5.7883085646e-06    -5.3316321409e-04    -1.3450328920e-04 0 0 0 0
3 1     1.6063161374e+01     4.3742392364e+00    -7.5055931717e-05     0.0000000000e+00     2.1031908214e-10     2.7541200657e-12     1.6063161374e+01     4.3742392364e+00    -7.4905183928e-04    -6.3932479429e-04    -2.9394948476e-03 0 0 0 0
4 1     3.1241058122e+01     1.4773587586e+01    -7.7216643202e-05    -2.1362976363e-06    -3.1975977930e-08     4.6524533017e-08     3.1241058122e+01     1.4773587586e+01    -7.8160071015e-04    -2.3310654439e-03    -8.5718430430e-04 4 0 0 0
5 1     2.3770851978e+01     1.9512550410e+01    -7.8204274662e-05    -3.6997894797e-06     8.1033656698e-09     1.3589922271e-09     2.3770851978e+01     1.9512550410e+01    -6.8902012301e-04    -8.1284146548e-04    -1.3411513274e-03 4 0 0 0
6 1     1.9314749314e+01     6.9198837191e+00    -7.5055931717e-05     0.0000000000e+00    -5.1253912268e-06    -6.9958132381e-06     1.9314749314e+01     6.9198837191e+00     2.7222436298e-04    -4.7143506498e-04    -8.9750512464e-04 0 0 0 0
7 1     1.2446340854e+01     1.8755657514e+01    -8.4084437484e-05     4.1166195845e-06     1.2146686237e-07     2.4866317356e-08     1.2446340854e+01     1.8755657514e+01    -4.6406886092e-04    -2.6297620593e-03    -1.4040623162e-03 5 0 0 0
8 1     3.1455755355e+01     1.6481722641e+02     7.5055931717e-05     0.0000000000e+00    -1.0622411262e-10     2.1238088631e-10     3.1455755355e+01     1.6481722641e+02    -6.6402769573e-04    -1.2472897863e-03    -1.0873764212e-03 0 0 0 0
9 1     3.0698286065e+01     5.2090817653e+00    -7.5055931717e-05     0.0000000000e+00     1.0322940658e-10    -1.1394439082e-10     3.0698286065e+01     5.2090817653e+00    -7.0902302885e-05    -1.6573630707e-03    -1.1841093292e-03 0 0 0 0
10 1     1.0986015335e+01     2.2161716832e+01    -6.5120014529e-05     3.9134209589e-06     1.0658065528e-07     4.3348542310e-08     1.0986015335e+01     2.2161716832e+01    -7.6121332023e-04    -2.5657922015e-03    -1.8842982223e-03 4 0 0 0
